file,id,route,timeofday,frameIndex
train_13093,7200,Saitama,morning,2283
train_12439,8412,Saitama,morning,2284
train_19142,8678,Saitama,morning,2285
train_16203,1977,Saitama,morning,2286
train_03923,356,Saitama,morning,2287
train_16929,9832,Saitama,morning,2288
train_07832,5410,Saitama,morning,2289
train_18513,13939,Saitama,morning,2290
train_17146,4249,Saitama,morning,2291
train_18273,20676,Saitama,morning,2292
train_15055,3870,Saitama,morning,2293
train_11260,2856,Saitama,morning,2294
train_05576,7702,Saitama,morning,2295
train_17417,21043,Saitama,morning,2296
train_10100,21078,Saitama,morning,2297
train_08066,20794,Saitama,morning,2298
train_03376,15149,Saitama,morning,2299
train_18468,15311,Saitama,morning,2300
train_12573,13768,Saitama,morning,2301
train_06759,12152,Saitama,morning,2302
train_06820,12990,Saitama,morning,2303
train_12162,13871,Saitama,morning,2304
train_01040,14320,Saitama,morning,2305
train_17738,16043,Saitama,morning,2306
train_15264,6276,Saitama,morning,2307
train_11659,20406,Saitama,morning,2308
train_02528,8877,Saitama,morning,2309
train_02109,18151,Saitama,morning,2310
train_02507,17413,Saitama,morning,2311
train_04969,2982,Saitama,morning,2312
train_13835,20498,Saitama,morning,2313
train_04136,20488,Saitama,morning,2314
train_05853,20339,Saitama,morning,2315
train_03917,7141,Saitama,morning,2316
train_08529,4158,Saitama,morning,2317
train_00593,14857,Saitama,morning,2318
train_15362,7299,Saitama,morning,2319
train_10543,12467,Saitama,morning,2320
train_12245,17406,Saitama,morning,2321
train_12163,15195,Saitama,morning,2322
train_09272,4259,Saitama,morning,2323
train_05350,3916,Saitama,morning,2324
train_05074,2228,Saitama,morning,2325
train_18852,7379,Saitama,morning,2326
train_12546,3349,Saitama,morning,2327
train_04447,16849,Saitama,morning,2328
train_17059,1745,Saitama,morning,2329
train_17758,5272,Saitama,morning,2330
train_10883,11820,Saitama,morning,2331
train_01619,3149,Saitama,morning,2332
train_12346,20723,Saitama,morning,2333
train_17472,5684,Saitama,morning,2334
train_13557,14504,Saitama,morning,2335
train_08170,1256,Saitama,morning,2336
train_18015,14057,Saitama,morning,2337
train_08006,15279,Saitama,morning,2338
train_00270,6571,Saitama,morning,2339
train_02526,18664,Saitama,morning,2340
train_11452,1673,Saitama,morning,2341
train_19651,94,Saitama,morning,2342
train_18974,4832,Saitama,morning,2343
train_05462,4537,Saitama,morning,2344
train_02826,17957,Saitama,morning,2345
train_19288,21038,Saitama,morning,2346
train_06496,12632,Saitama,morning,2347
train_12594,9617,Saitama,morning,2348
train_20263,13282,Saitama,morning,2349
train_07598,19316,Saitama,morning,2350
train_17476,11234,Saitama,morning,2351
train_14415,4358,Saitama,morning,2352
train_17691,5844,Saitama,morning,2353
train_01419,20083,Saitama,morning,2354
train_18021,8400,Saitama,morning,2355
train_01813,6109,Saitama,morning,2356
train_16948,20149,Saitama,morning,2357
train_03510,20453,Saitama,morning,2358
train_13674,18462,Saitama,morning,2359
train_16543,6986,Saitama,morning,2360
train_00538,5078,Saitama,morning,2361
train_15830,2175,Saitama,morning,2362
train_01824,14179,Saitama,morning,2363
train_18687,14416,Saitama,morning,2364
train_01507,4817,Saitama,morning,2365
train_11371,153,Saitama,morning,2366
train_18423,6412,Saitama,morning,2367
train_20721,2156,Saitama,morning,2368
train_16011,19193,Saitama,morning,2369
train_12985,4309,Saitama,morning,2370
train_14909,17731,Saitama,morning,2371
train_02921,19288,Saitama,morning,2372
train_03543,3714,Saitama,morning,2373
train_20540,16669,Saitama,morning,2374
train_20480,15849,Saitama,morning,2375
train_16632,1389,Saitama,morning,2376
train_20717,13831,Saitama,morning,2377
train_13076,20681,Saitama,morning,2378
train_05833,3047,Saitama,morning,2379
train_01736,15646,Saitama,morning,2380
train_20331,2160,Saitama,morning,2381
train_06103,16041,Saitama,morning,2382
train_20055,18730,Saitama,morning,2383
train_16474,3936,Saitama,morning,2384
train_05083,6066,Saitama,morning,2385
train_07692,6551,Saitama,morning,2386
train_06532,11755,Saitama,morning,2387
train_20471,3364,Saitama,morning,2388
train_18535,16382,Saitama,morning,2389
train_07660,19851,Saitama,morning,2390
train_03443,10185,Saitama,morning,2391
train_06603,889,Saitama,morning,2392
train_11570,20360,Saitama,morning,2393
train_08083,2883,Saitama,morning,2394
train_05773,7413,Saitama,morning,2395
train_18413,3165,Saitama,morning,2396
train_04526,58,Saitama,morning,2397
train_10924,2262,Saitama,morning,2398
train_20020,19065,Saitama,morning,2399
train_19699,19465,Saitama,morning,2400
train_17772,7919,Saitama,morning,2401
train_00685,17208,Saitama,morning,2402
train_13711,1287,Saitama,morning,2403
train_16227,18170,Saitama,morning,2404
train_06291,8050,Saitama,morning,2405
train_11204,14632,Saitama,morning,2406
train_03492,1375,Saitama,morning,2407
train_17986,13274,Saitama,morning,2408
train_12685,14634,Saitama,morning,2409
train_20980,13681,Saitama,morning,2410
train_06115,12267,Saitama,morning,2411
train_00858,19597,Saitama,morning,2412
train_15276,2993,Saitama,morning,2413
train_20842,1972,Saitama,morning,2414
train_06705,2863,Saitama,morning,2415
train_07268,17395,Saitama,morning,2416
train_16308,11287,Saitama,morning,2417
train_14151,18222,Saitama,morning,2418
train_16829,13197,Saitama,morning,2419
train_06097,19674,Saitama,morning,2420
train_15113,15805,Saitama,morning,2421
train_13052,18106,Saitama,morning,2422
train_17862,7514,Saitama,morning,2423
train_17792,17981,Saitama,morning,2424
train_14452,11044,Saitama,morning,2425
train_19400,16388,Saitama,morning,2426
train_00945,2765,Saitama,morning,2427
train_11916,1456,Saitama,morning,2428
train_21249,13667,Saitama,morning,2429
train_08970,15008,Saitama,morning,2430
train_05127,15459,Saitama,morning,2431
train_06863,20630,Saitama,morning,2432
train_08985,4942,Saitama,morning,2433
train_01132,15611,Saitama,morning,2434
train_17922,7963,Saitama,morning,2435
train_10560,1452,Saitama,morning,2436
train_15973,20914,Saitama,morning,2437
train_20041,15004,Saitama,morning,2438
train_18455,11901,Saitama,morning,2439
train_14245,15365,Saitama,morning,2440
train_14642,19449,Saitama,morning,2441
train_08235,8571,Saitama,morning,2442
train_00122,13604,Saitama,morning,2443
train_09157,9137,Saitama,morning,2444
train_10255,7584,Saitama,morning,2445
train_17458,8804,Saitama,morning,2446
train_00237,16211,Saitama,morning,2447
train_18739,4767,Saitama,morning,2448
train_20280,11652,Saitama,morning,2449
train_13601,15391,Saitama,morning,2450
train_12537,5850,Saitama,morning,2451
train_01804,7619,Saitama,morning,2452
train_04911,21252,Saitama,morning,2453
train_15941,8072,Saitama,morning,2454
train_00093,15232,Saitama,morning,2455
train_02545,11942,Saitama,morning,2456
train_19806,2701,Saitama,morning,2457
train_19616,14972,Saitama,morning,2458
train_16694,15075,Saitama,morning,2459
train_01183,263,Saitama,morning,2460
train_15151,6949,Saitama,morning,2461
train_03853,9984,Saitama,morning,2462
train_11325,325,Saitama,morning,2463
train_18026,3450,Saitama,morning,2464
train_15528,10095,Saitama,morning,2465
train_07141,19822,Saitama,morning,2466
train_17164,8658,Saitama,morning,2467
train_15314,10660,Saitama,morning,2468
train_20840,7903,Saitama,morning,2469
train_10713,17235,Saitama,morning,2470
train_13120,12583,Saitama,morning,2471
train_02198,13614,Saitama,morning,2472
train_19712,782,Saitama,morning,2473
train_02727,13887,Saitama,morning,2474
train_09947,13428,Saitama,morning,2475
train_01673,6080,Saitama,morning,2476
train_13484,9557,Saitama,morning,2477
train_11652,4067,Saitama,morning,2478
train_02659,2074,Saitama,morning,2479
train_18353,3255,Saitama,morning,2480
train_03218,19334,Saitama,morning,2481
train_08609,8729,Saitama,morning,2482
train_10159,17566,Saitama,morning,2483
train_00553,20649,Saitama,morning,2484
train_14521,21096,Saitama,morning,2485
train_11789,17177,Saitama,morning,2486
train_16489,19355,Saitama,morning,2487
train_03442,9985,Saitama,morning,2488
train_14543,5569,Saitama,morning,2489
train_10186,20205,Saitama,morning,2490
train_02700,12068,Saitama,morning,2491
train_10086,14293,Saitama,morning,2492
train_15394,19135,Saitama,morning,2493
train_17134,8675,Saitama,morning,2494
train_08440,13940,Saitama,morning,2495
train_02695,2404,Saitama,morning,2496
train_15016,14983,Saitama,morning,2497
train_17226,12439,Saitama,morning,2498
train_13599,813,Saitama,morning,2499
train_16923,9534,Saitama,morning,2500
train_10305,11002,Saitama,morning,2501
train_19731,19094,Saitama,morning,2502
train_04753,12635,Saitama,morning,2503
train_15523,13172,Saitama,morning,2504
train_07482,18306,Saitama,morning,2505
train_03122,3210,Saitama,morning,2506
train_19593,2914,Saitama,morning,2507
train_03343,420,Saitama,morning,2508
train_15590,5432,Saitama,morning,2509
train_01734,11741,Saitama,morning,2510
train_05919,5071,Saitama,morning,2511
train_05698,8700,Saitama,morning,2512
train_17346,4220,Saitama,morning,2513
train_07937,5819,Saitama,morning,2514
train_13775,15531,Saitama,morning,2515
train_08252,14117,Saitama,morning,2516
train_18971,16061,Saitama,morning,2517
train_19024,3584,Saitama,morning,2518
train_02116,16005,Saitama,morning,2519
train_08547,17746,Saitama,morning,2520
train_05720,19860,Saitama,morning,2521
train_08700,3755,Saitama,morning,2522
train_19033,7483,Saitama,morning,2523
train_12230,7831,Saitama,morning,2524
train_12705,18373,Saitama,morning,2525
train_20171,14696,Saitama,morning,2526
train_12880,14385,Saitama,morning,2527
train_04756,7653,Saitama,morning,2528
train_19713,16633,Saitama,morning,2529
train_10483,12373,Saitama,morning,2530
train_07690,8512,Saitama,morning,2531
train_03362,7651,Saitama,morning,2532
train_13306,16548,Saitama,morning,2533
train_12202,8831,Saitama,morning,2534
train_16224,11724,Saitama,morning,2535
train_20739,13398,Saitama,morning,2536
train_14370,12837,Saitama,morning,2537
train_10188,4014,Saitama,morning,2538
train_08884,5906,Saitama,morning,2539
train_15301,4963,Saitama,morning,2540
train_20434,20821,Saitama,morning,2541
train_05879,10547,Saitama,morning,2542
train_14750,1858,Saitama,morning,2543
train_07023,19782,Saitama,morning,2544
train_03374,5276,Saitama,morning,2545
train_01077,11169,Saitama,morning,2546
train_19878,11902,Saitama,morning,2547
train_11575,3681,Saitama,morning,2548
train_18995,14214,Saitama,morning,2549
train_19105,9238,Saitama,morning,2550
train_06615,854,Saitama,morning,2551
train_17335,19677,Saitama,morning,2552
train_15538,9445,Saitama,morning,2553
train_05274,2086,Saitama,morning,2554
train_16994,8517,Saitama,morning,2555
train_16963,760,Saitama,morning,2556
train_11208,1098,Saitama,morning,2557
train_03491,7111,Saitama,morning,2558
train_09642,15404,Saitama,morning,2559
train_09984,10916,Saitama,morning,2560
train_12388,8064,Saitama,morning,2561
train_20101,5519,Saitama,morning,2562
train_09063,14966,Saitama,morning,2563
train_01908,485,Saitama,morning,2564
train_15864,9859,Saitama,morning,2565
train_08037,1322,Saitama,morning,2566
train_16782,8083,Saitama,morning,2567
train_17254,10323,Saitama,morning,2568
train_05098,15403,Saitama,morning,2569
train_06885,12064,Saitama,morning,2570
train_15635,12136,Saitama,morning,2571
train_01706,11168,Saitama,morning,2572
train_07430,10621,Saitama,morning,2573
train_20619,12951,Saitama,morning,2574
train_19601,12160,Saitama,morning,2575
train_03415,14899,Saitama,morning,2576
train_07296,18413,Saitama,morning,2577
train_01657,3209,Saitama,morning,2578
train_00285,9525,Saitama,morning,2579
train_17923,18781,Saitama,morning,2580
train_10478,9108,Saitama,morning,2581
train_08123,4838,Saitama,morning,2582
train_09466,10187,Saitama,morning,2583
train_20256,8152,Saitama,morning,2584
train_11091,14736,Saitama,morning,2585
train_01723,20950,Saitama,morning,2586
train_06440,18490,Saitama,morning,2587
train_21245,19010,Saitama,morning,2588
train_14289,19899,Saitama,morning,2589
train_01230,15928,Saitama,morning,2590
train_06965,1678,Saitama,morning,2591
train_06064,17672,Saitama,morning,2592
train_08374,15617,Saitama,morning,2593
train_02664,12602,Saitama,morning,2594
train_16152,12724,Saitama,morning,2595
train_02619,11395,Saitama,morning,2596
train_06156,3426,Saitama,morning,2597
train_10844,20541,Saitama,morning,2598
train_19686,19149,Saitama,morning,2599
train_08329,16467,Saitama,morning,2600
train_16578,5152,Saitama,morning,2601
train_14663,12572,Saitama,morning,2602
train_15066,14792,Saitama,morning,2603
train_14573,11061,Saitama,morning,2604
train_07149,4083,Saitama,morning,2605
train_10340,5463,Saitama,morning,2606
train_01932,8680,Saitama,morning,2607
train_18842,18199,Saitama,morning,2608
train_06704,14875,Saitama,morning,2609
train_07600,1645,Saitama,morning,2610
train_07634,9418,Saitama,morning,2611
train_05776,6330,Saitama,morning,2612
train_00918,4053,Saitama,morning,2613
train_20784,11513,Saitama,morning,2614
train_20404,15473,Saitama,morning,2615
train_00231,5767,Saitama,morning,2616
train_09712,8138,Saitama,morning,2617
train_04490,11963,Saitama,morning,2618
train_20825,20039,Saitama,morning,2619
train_14927,13944,Saitama,morning,2620
train_09571,2866,Saitama,morning,2621
train_20193,20126,Saitama,morning,2622
train_03985,7492,Saitama,morning,2623
train_15762,16495,Saitama,morning,2624
train_09704,12735,Saitama,morning,2625
train_17989,4498,Saitama,morning,2626
train_05885,16248,Saitama,morning,2627
train_20585,13283,Saitama,morning,2628
train_07682,11847,Saitama,morning,2629
train_04697,18421,Saitama,morning,2630
train_20637,19726,Saitama,morning,2631
train_18073,13572,Saitama,morning,2632
train_02209,1877,Saitama,morning,2633
train_16373,18308,Saitama,morning,2634
train_05318,4270,Saitama,morning,2635
train_20327,477,Saitama,morning,2636
train_15819,10253,Saitama,morning,2637
train_08017,2598,Saitama,night,0
train_03254,14070,Saitama,night,1
train_20785,218,Saitama,night,2
train_02574,3959,Saitama,night,3
train_06022,11739,Saitama,night,4
train_16920,14598,Saitama,night,5
train_08856,16558,Saitama,night,6
train_17268,19584,Saitama,night,7
train_18486,4543,Saitama,night,8
train_14036,2904,Saitama,night,9
train_13010,14911,Saitama,night,10
train_00621,7478,Saitama,night,11
train_19321,9344,Saitama,night,12
train_06109,2279,Saitama,night,13
train_17110,9498,Saitama,night,14
train_10621,8985,Saitama,night,15
train_20627,19900,Saitama,night,16
train_02782,2999,Saitama,night,17
train_19038,5329,Saitama,night,18
train_17251,19425,Saitama,night,19
train_18344,12897,Saitama,night,20
train_04467,2007,Saitama,night,21
train_08117,8774,Saitama,night,22
train_20945,19633,Saitama,night,23
train_14440,7981,Saitama,night,24
train_08917,16269,Saitama,night,25
train_06193,10235,Saitama,night,26
train_16135,1237,Saitama,night,27
train_13745,16719,Saitama,night,28
train_17939,15475,Saitama,night,29
train_19320,18417,Saitama,night,30
train_03915,16169,Saitama,night,31
train_05182,5822,Saitama,night,32
train_05297,2144,Saitama,night,33
train_10802,10068,Saitama,night,34
train_09289,19415,Saitama,night,35
train_01727,15083,Saitama,night,36
train_14013,1989,Saitama,night,37
train_07589,10955,Saitama,night,38
train_06504,7523,Saitama,night,39
train_02962,18055,Saitama,night,40
train_05193,531,Saitama,night,41
train_10430,574,Saitama,night,42
train_06112,10231,Saitama,night,43
train_03628,18632,Saitama,night,44
train_18304,16933,Saitama,night,45
train_18554,4511,Saitama,night,46
train_12332,17784,Saitama,night,47
train_18024,14284,Saitama,night,48
train_09670,7234,Saitama,night,49
train_09310,851,Saitama,night,50
train_09124,20951,Saitama,night,51
train_04804,11526,Saitama,night,52
train_11934,7223,Saitama,night,53
train_15150,18217,Saitama,night,81
train_18274,3009,Saitama,night,82
train_06195,7135,Saitama,night,83
train_05559,11786,Saitama,night,84
train_12104,7712,Saitama,night,93
train_18493,15276,Saitama,night,94
train_07380,6237,Saitama,night,95
train_21159,4515,Saitama,night,96
train_18444,20079,Saitama,night,97
train_17045,1127,Saitama,night,98
train_04916,8492,Saitama,night,99
train_02969,11718,Saitama,night,100
train_16384,11828,Saitama,night,101
train_00827,6096,Saitama,night,102
train_18099,8798,Saitama,night,103
train_07572,7120,Saitama,night,104
train_02984,18116,Saitama,night,105
train_04301,21026,Saitama,night,106
train_08820,8145,Saitama,night,107
train_06597,115,Saitama,night,108
train_09609,19394,Saitama,night,109
train_00131,13544,Saitama,night,110
train_15218,4354,Saitama,night,111
train_07607,13094,Saitama,night,112
train_11936,21025,Saitama,night,113
train_03187,13613,Saitama,night,114
train_02382,1610,Saitama,night,115
train_07821,5818,Saitama,night,116
train_19665,6085,Saitama,night,117
train_13361,15630,Saitama,night,118
train_19455,7204,Saitama,night,119
train_07769,7923,Saitama,night,120
train_18851,7367,Saitama,night,121
train_00576,13870,Saitama,night,122
train_04807,16553,Saitama,night,123
train_02643,20287,Saitama,night,124
train_04707,15768,Saitama,night,125
train_09350,6434,Saitama,night,126
train_09661,12386,Saitama,night,127
train_14713,18675,Saitama,night,128
train_09250,15905,Saitama,night,129
train_05835,20359,Saitama,night,130
train_13932,7353,Saitama,night,131
train_18730,946,Saitama,night,132
train_00817,18797,Saitama,night,133
train_09286,11960,Saitama,night,134
train_11837,11015,Saitama,night,135
train_03910,185,Saitama,night,136
train_09875,2225,Saitama,night,137
train_17370,20540,Saitama,night,138
train_15692,17403,Saitama,night,139
train_13707,2186,Saitama,night,140
train_19062,16249,Saitama,night,141
train_18402,144,Saitama,night,142
train_03196,10131,Saitama,night,143
train_16452,21093,Saitama,night,396
train_00140,17730,Saitama,night,397
train_08857,15452,Saitama,night,398
train_04003,20077,Saitama,night,399
train_04245,3691,Saitama,night,400
train_19631,8934,Saitama,night,401
train_01112,10861,Saitama,night,402
train_07137,8524,Saitama,night,403
train_08244,11692,Saitama,night,404
train_19938,8534,Saitama,night,405
train_10535,7797,Saitama,night,406
train_16170,4341,Saitama,night,407
train_06281,9063,Saitama,night,408
train_20707,5630,Saitama,night,409
train_11254,1498,Saitama,night,410
train_09240,9342,Saitama,night,411
train_03553,12912,Saitama,night,412
train_20778,12893,Saitama,night,413
train_19994,11733,Saitama,night,414
train_20085,13877,Saitama,night,415
train_08802,14275,Saitama,night,416
train_07357,12963,Saitama,night,417
train_19164,300,Saitama,night,418
train_20943,19179,Saitama,night,419
train_09213,16207,Saitama,night,420
train_09711,5841,Saitama,night,421
train_02731,19733,Saitama,night,422
train_14616,12098,Saitama,night,423
train_15203,17959,Saitama,night,424
train_00954,15138,Saitama,night,425
train_17954,3641,Saitama,night,426
train_00180,14733,Saitama,night,427
train_13675,13109,Saitama,night,428
train_08899,4303,Saitama,night,429
train_20232,4283,Saitama,night,430
train_01462,17130,Saitama,night,431
train_01412,14901,Saitama,night,432
train_16141,10726,Saitama,night,433
train_05536,20271,Saitama,night,434
train_07676,10610,Saitama,night,435
train_09776,2767,Saitama,night,436
train_15568,19306,Saitama,night,437
train_06693,18885,Saitama,night,438
train_05821,9846,Saitama,night,439
train_10040,7181,Saitama,night,440
train_16633,11042,Saitama,night,441
train_13858,15392,Saitama,night,442
train_00103,7044,Saitama,night,443
train_11453,13927,Saitama,night,444
train_17554,15287,Saitama,night,445
train_08253,9141,Saitama,night,446
train_08229,3887,Saitama,night,447
train_02860,14233,Saitama,night,448
train_03574,21083,Saitama,night,449
train_07752,19238,Saitama,night,450
train_05953,17242,Saitama,night,451
train_14294,9381,Saitama,night,452
train_17742,4099,Saitama,night,453
train_16088,21174,Saitama,night,454
train_06236,7806,Saitama,night,455
train_10464,5062,Saitama,night,456
train_11429,7917,Saitama,night,457
train_09962,16498,Saitama,night,458
train_00485,2485,Saitama,night,459
train_11383,20004,Saitama,night,460
train_07360,10603,Saitama,night,461
train_06434,2498,Saitama,night,462
train_04937,20513,Saitama,night,463
train_09873,7382,Saitama,night,464
train_21109,17276,Saitama,night,465
train_11994,8102,Saitama,night,466
train_10532,18881,Saitama,night,467
train_13778,3377,Saitama,night,468
train_16273,10255,Saitama,night,469
train_13578,567,Saitama,night,470
train_01988,12269,Saitama,night,471
train_11068,15745,Saitama,night,472
train_20601,5275,Saitama,night,473
train_20350,1224,Saitama,night,474
train_15969,9597,Saitama,night,475
train_06763,12836,Saitama,night,476
train_08287,10593,Saitama,night,477
train_02650,2987,Saitama,night,478
train_00560,8623,Saitama,night,479
train_04755,15991,Saitama,night,480
train_16736,16505,Saitama,night,481
train_15490,4604,Saitama,night,482
train_07337,11708,Saitama,night,483
train_21141,1158,Saitama,night,484
train_10130,13070,Saitama,night,485
train_10649,5440,Saitama,night,486
train_09216,12857,Saitama,night,487
train_15774,5313,Saitama,night,488
train_07052,581,Saitama,night,489
train_19576,7122,Saitama,night,490
train_05124,20247,Saitama,night,491
train_08809,14836,Saitama,night,492
train_10136,19866,Saitama,night,493
train_02729,18494,Saitama,night,494
train_09636,13455,Saitama,night,495
train_19064,13787,Saitama,night,496
train_04943,19423,Saitama,night,497
train_03281,17218,Saitama,night,498
train_18631,13873,Saitama,night,499
train_00775,17357,Saitama,night,500
train_18872,14707,Saitama,night,501
train_07212,14338,Saitama,night,502
train_16122,9016,Saitama,night,503
train_14237,8170,Saitama,night,504
train_18633,15253,Saitama,night,505
train_13379,5622,Saitama,night,506
train_09391,16708,Saitama,night,507
train_10542,8274,Saitama,night,508
train_07909,8809,Saitama,night,509
train_17646,796,Saitama,night,510
train_09572,18383,Saitama,night,511
train_10854,17612,Saitama,night,512
train_10306,17072,Saitama,night,513
train_15426,17035,Saitama,night,514
train_13735,17266,Saitama,night,515
train_02927,1892,Saitama,night,516
train_20402,19243,Saitama,night,517
train_06577,20467,Saitama,night,518
train_10144,3123,Saitama,night,519
train_17563,17827,Saitama,night,520
train_14563,5349,Saitama,night,521
train_16986,21019,Saitama,night,522
train_07148,3323,Saitama,night,523
train_06650,10085,Saitama,night,524
train_17584,6994,Saitama,night,525
train_13744,15741,Saitama,night,526
train_04093,18369,Saitama,night,527
train_00568,6958,Saitama,night,528
train_08589,12350,Saitama,night,529
train_17495,9451,Saitama,night,530
train_11587,10294,Saitama,night,531
train_02679,2504,Saitama,night,532
train_07826,10715,Saitama,night,533
train_17461,15219,Saitama,night,534
train_09948,18359,Saitama,night,535
train_03541,15999,Saitama,night,536
train_10671,17425,Saitama,night,537
train_12280,4758,Saitama,night,538
train_08819,20259,Saitama,night,539
train_11304,206,Saitama,night,540
train_12645,16350,Saitama,night,541
train_17525,17345,Saitama,night,542
train_12603,10345,Saitama,night,543
train_15958,1843,Saitama,night,544
train_14900,6675,Saitama,night,545
train_18322,16014,Saitama,night,546
train_05333,7127,Saitama,night,547
train_19234,11590,Saitama,night,548
train_04394,20139,Saitama,night,549
train_18743,10238,Saitama,night,627
train_00860,12923,Saitama,night,628
train_17640,2537,Saitama,night,629
train_19830,12995,Saitama,night,630
train_20383,17859,Saitama,night,631
train_10418,3788,Saitama,night,632
train_12448,21246,Saitama,night,633
train_01615,7958,Saitama,night,634
train_18399,3907,Saitama,night,635
train_15382,13410,Saitama,night,636
train_19512,16790,Saitama,night,637
train_16941,21238,Saitama,night,638
train_09604,17066,Saitama,night,639
train_09903,7082,Saitama,night,640
train_09872,20830,Saitama,night,641
train_00789,17019,Saitama,night,642
train_14132,15134,Saitama,night,643
train_08633,9552,Saitama,night,644
train_07829,21171,Saitama,night,645
train_00036,20699,Saitama,night,646
train_08663,15949,Saitama,night,647
train_03425,1468,Saitama,night,648
train_14404,18370,Saitama,night,649
train_17419,12032,Saitama,night,650
train_19372,7591,Saitama,night,651
train_05650,11206,Saitama,night,652
train_13501,12716,Saitama,night,653
train_07044,1740,Saitama,night,654
train_15881,6576,Saitama,night,655
train_10051,3098,Saitama,night,656
train_12714,17538,Saitama,night,657
train_15402,10841,Saitama,night,658
train_05207,20952,Saitama,night,659
train_09534,17723,Saitama,night,660
train_03112,11069,Saitama,night,661
train_15097,13570,Saitama,night,662
train_00002,18850,Saitama,night,663
train_00532,9547,Saitama,night,664
train_07776,13568,Saitama,night,665
train_10773,3776,Saitama,night,666
train_13394,16259,Saitama,night,667
train_00186,20376,Saitama,night,668
train_08956,1925,Saitama,night,669
train_17195,10756,Saitama,night,670
train_09301,10356,Saitama,night,671
train_19077,19906,Saitama,night,672
train_06049,14326,Saitama,night,673
train_08586,1394,Saitama,night,674
train_10931,6250,Saitama,night,675
train_08152,15199,Saitama,night,676
train_03434,11470,Saitama,night,677
train_02075,8377,Saitama,night,678
train_09348,8055,Saitama,night,679
train_02011,19731,Saitama,night,680
train_06242,3159,Saitama,night,681
train_06809,18043,Saitama,night,682
train_13644,3872,Saitama,night,683
train_17802,14077,Saitama,night,684
train_13741,8647,Saitama,night,685
train_20276,14548,Saitama,night,686
train_19280,2149,Saitama,night,687
train_05121,8374,Saitama,night,688
train_08013,13597,Saitama,night,689
train_12502,13764,Saitama,night,690
train_12244,14615,Saitama,night,691
train_16497,17636,Saitama,night,692
train_05642,17846,Saitama,night,693
train_07593,10639,Saitama,night,694
train_12357,18403,Saitama,night,695
train_21239,20478,Saitama,night,696
train_02746,2095,Saitama,night,697
train_17250,17891,Saitama,night,698
train_13218,18103,Saitama,night,699
train_19953,20763,Saitama,night,700
train_16134,19022,Saitama,night,701
train_13476,16561,Saitama,night,702
train_12266,4711,Saitama,night,703
train_16192,3593,Saitama,night,704
train_02151,21253,Saitama,night,705
train_14137,12458,Saitama,night,706
train_00474,8379,Saitama,night,707
train_04426,552,Saitama,night,708
train_18881,11224,Saitama,night,709
train_09813,12506,Saitama,night,710
train_17872,10079,Saitama,night,711
train_17518,16177,Saitama,night,712
train_19040,12607,Saitama,night,713
train_21163,6234,Saitama,night,714
train_05397,14687,Saitama,night,715
train_03654,8272,Saitama,night,716
train_02562,16918,Saitama,night,717
train_11907,5990,Saitama,night,718
train_09103,17627,Saitama,night,719
train_10074,11193,Saitama,night,720
train_08334,13689,Saitama,night,721
train_10407,4613,Saitama,night,722
train_09517,11610,Saitama,night,723
train_06993,6964,Saitama,night,724
train_11489,20245,Saitama,night,725
train_04248,21114,Saitama,night,726
train_11079,19110,Saitama,night,727
train_11984,14454,Saitama,night,728
train_01060,7587,Saitama,night,729
train_17147,5937,Saitama,night,730
train_18597,5320,Saitama,night,731
train_16320,2702,Saitama,night,732
train_09545,19122,Saitama,night,733
train_04698,16429,Saitama,night,734
train_16799,7226,Saitama,night,735
train_18984,12919,Saitama,night,736
train_13452,1135,Saitama,night,737
train_19462,20619,Saitama,night,738
train_08357,18206,Saitama,night,739
train_14825,7124,Saitama,night,740
train_12176,14357,Saitama,night,741
train_14089,14096,Saitama,night,742
train_05534,13843,Saitama,night,743
train_16734,7066,Saitama,night,744
train_20151,9703,Saitama,night,745
train_03967,400,Saitama,night,746
train_19338,16968,Saitama,night,747
train_17464,17065,Saitama,night,748
train_19895,4908,Saitama,night,749
train_18207,1050,Saitama,night,750
train_11524,17356,Saitama,night,751
train_16005,16198,Saitama,night,752
train_11203,9613,Saitama,night,753
train_15751,8265,Saitama,night,754
train_19498,5002,Saitama,night,755
train_15671,1226,Saitama,night,756
train_03304,16447,Saitama,night,757
train_11116,6919,Saitama,night,758
train_20700,10274,Saitama,night,759
train_02333,16912,Saitama,night,760
train_00081,19603,Saitama,night,761
train_04274,16871,Saitama,night,762
train_00682,3896,Saitama,night,763
train_02108,14355,Saitama,night,764
train_04860,17321,Saitama,night,765
train_16831,19469,Saitama,night,766
train_06545,14785,Saitama,night,767
train_13280,6243,Saitama,night,768
train_06999,3929,Saitama,night,769
train_10515,19154,Saitama,night,770
train_14026,14369,Saitama,night,771
train_19244,6711,Saitama,night,772
train_18677,2082,Saitama,night,773
train_06887,8977,Saitama,night,774
train_18097,1907,Saitama,night,775
train_07473,14136,Saitama,night,776
train_13080,3674,Saitama,night,777
train_20182,10951,Saitama,night,778
train_15141,809,Saitama,night,779
train_00764,1392,Saitama,night,780
train_03178,5404,Saitama,night,781
train_20097,2806,Saitama,night,830
train_18578,4265,Saitama,night,831
train_02153,16438,Saitama,night,832
train_17665,4810,Saitama,night,833
train_05445,18931,Saitama,night,834
train_16651,15318,Saitama,night,835
train_10315,18046,Saitama,night,836
train_20248,6999,Saitama,night,837
train_13038,5489,Saitama,night,838
